 2023-Jun-27 00:00,*,m, 18 20 50.85, -23 26 31.2,
 2023-Jun-28 00:00,*,m, 18 25 02.68, -23 24 29.5,
 2023-Jun-29 00:00,*,m, 18 29 16.25, -23 22 01.8,
 2023-Jun-30 00:00,*,m, 18 33 31.43, -23 19 07.0,
 2023-Jul-01 00:00,*, , 18 37 47.95, -23 15 44.0,
 2023-Jul-02 00:00,*, , 18 42 05.46, -23 11 52.4,
 2023-Jul-03 00:00,*, , 18 46 23.49, -23 07 31.5,
 2023-Jul-04 00:00,*, , 18 50 41.49, -23 02 41.4,
 2023-Jul-05 00:00,*, , 18 54 58.86, -22 57 22.5,
 2023-Jul-06 00:00,*, , 18 59 15.01, -22 51 36.0,
 2023-Jul-07 00:00,*, , 19 03 29.42, -22 45 22.9,
 2023-Jul-08 00:00,*, , 19 07 41.67, -22 38 45.0,
 2023-Jul-09 00:00,*, , 19 11 51.48, -22 31 43.9,
 2023-Jul-10 00:00,*, , 19 15 58.72, -22 24 21.4,
 2023-Jul-11 00:00,*, , 19 20 03.36, -22 16 38.8,
 2023-Jul-12 00:00,*, , 19 24 05.51, -22 08 37.5,
 2023-Jul-13 00:00,*, , 19 28 05.34, -22 00 18.5,
 2023-Jul-14 00:00,*,m, 19 32 03.11, -21 51 42.6,
 2023-Jul-15 00:00,*,m, 19 35 59.12, -21 42 50.1,
 2023-Jul-16 00:00,*,m, 19 39 53.70, -21 33 41.2,
 2023-Jul-17 00:00,*,m, 19 43 47.20, -21 24 15.8,
 2023-Jul-18 00:00,*,m, 19 47 39.97, -21 14 33.5,
 2023-Jul-19 00:00,*,m, 19 51 32.36, -21 04 33.6,
